ID,Count
18288,616.5999426750406
18289,472.37516704526365
18290,360.38819434715026
18291,318.3787369932493
18292,257.96482377833934
18293,224.6364705843653
18294,213.60423914627523
18295,235.8963261814766
18296,295.6041290752708
18297,315.51243993012673
18298,413.9752572191589
18299,636.4749481052253
18300,685.4376875059158
18301,666.5427179284369
18302,580.6688927601143
18303,585.298922755354
18304,578.6304742578054
18305,574.3028410825369
18306,583.2903867113912
18307,593.6959796378667
18308,670.8020210563187
18309,607.981386813857
18310,570.063505419491
18311,546.9688579081151
18312,555.8293571802429
18313,487.54700708847116
18314,377.3436680884972
18315,330.13460843318506
18316,271.4961096948124
18317,238.2224019016453
18318,225.45184236177155
18319,243.2006682285846
18320,300.39608430913813
18321,320.85504889544137
18322,421.6272901278264
18323,643.6224819678064
18324,697.5428194844467
18325,676.040679363844
18326,586.5821418696627
18327,592.0588986196896
18328,580.8954111610719
18329,577.3901345467824
18330,587.9247444346279
18331,595.462088128286
18332,666.5540742952213
18333,607.0354902043529
18334,568.3690702868228
18335,549.9419175622625
18336,561.2800544467569
18337,492.4021558152337
18338,382.0530593868699
18339,334.3684492660152
18340,275.62593977719973
18341,242.1796662814066
18342,229.16264274153258
18343,246.53856517744435
18344,303.4769332494385
18345,323.845451682526
18346,424.62697226691677
18347,646.4996923553623
18348,700.5819231984984
18349,678.8687136093777
18350,589.1573242162632
18351,594.6113234754458
18352,583.1620281768068
18353,579.644472182074
18354,590.2083659701137
18355,597.5570585069515
18356,668.3060048314403
18357,608.9176062157067
18358,570.1806468981022
18359,551.9589695234548
18360,563.3950179044563
18361,494.46269063791783
18362,384.08412411914924
18363,336.35550114479366
18364,277.5895839028674
18365,244.11815309027546
18366,231.0737933418236
18367,248.41740789878958
18368,305.33057515184964
18369,325.68343804603523
18370,426.45537031450567
18371,648.312806554824
18372,702.394939079195
18373,680.6636111912483
18374,590.9327001974033
18375,596.3794095325862
18376,584.9101448343046
18377,581.3869260659746
18378,591.9477250634893
18379,599.2827692539174
18380,670.0106757477317
18381,610.6254371602236
18382,571.8818417778097
18383,553.6677269892075
18384,565.1061794886581
18385,496.16881682756645
18386,385.7866878579844
18387,338.0539645582213
18388,279.28516204670257
18389,245.8109178998751
18390,232.76378008904652
18391,250.10449749943652
18392,307.01524487519316
18393,327.36627685142935
18394,428.13678175741677
18395,649.9925922406942
18396,704.0739445700008
18397,682.341001160397
18398,592.6084698648931
18399,598.0542350470764
18400,586.5834413694027
18401,583.0594636446846
18402,593.6196775495397
18403,600.9536450946634
18404,671.680138958262
18405,612.2947403362904
18406,573.5505212266809
18407,555.3365253905648
18408,566.7748614950841
18409,497.8370298314213
18410,387.4545262909271
18411,339.72141962270814
18412,280.95231156347177
18413,247.47778052634513
18414,234.43037122401316
18415,251.77082348454604
18416,308.6813409460348
18417,329.0321828222704
18418,429.80252714805863
18419,651.6581753744354
18420,705.7394155979742
18421,684.0063248196817
18422,594.2736521056196
18423,599.719315552814
18424,588.2483957518673
18425,584.7243353144073
18426,595.2844794419826
18427,602.6183562206759
18428,673.3447458133368
18429,613.9593091488005
18430,575.2150314432764
18431,557.0010169874193
18432,568.4393249225711
18433,499.50144941386225
18434,389.1189086841259
18435,341.38576610229467
18436,282.61662760874594
18437,249.14206848893835
18438,236.0946331588597
18439,253.4350608701095
18440,310.34555660807445
18441,330.696379718714
18442,431.46670762874106
18443,653.3223401361496
18444,707.4035678759775
18445,685.670463478443
18446,595.9377780262746
18447,601.3834312618908
18448,589.9125004976308
18449,586.3884317169601
18450,596.9485685450785
18451,604.2824373216956
18452,675.0088185535081
18453,615.6233771571884
18454,576.8790939483204
18455,558.66507624307
18456,570.1033806645157
18457,501.1655010487119
18458,390.7829567254079
18459,343.0498107756905
18460,284.280669336626
18461,250.8061075223303
18462,237.75866972140093
18463,255.09909514511514
18464,312.0095888365415
18465,332.3604101390453
18466,433.13073644030914
18467,654.9863674474251
18468,709.0675939164682
18469,687.334488251157
18470,597.6018016301937
18471,603.0474538737913
18472,591.5765221244429
18473,588.0524525313273
18474,598.6125886363945
18475,605.9464566878942
18476,676.6728372067208
18477,617.2873953076737
18478,578.5431115820024
18479,560.3290934960115
18480,571.7673975437654
18481,502.8295175428223
18482,392.4469728769814
18483,344.71382661125386
18484,285.9446848911956
18485,252.47012282099902
18486,239.42268478671332
18487,256.76310999652554
18488,313.67360349545197
18489,334.02442462585833
18490,434.79475077267296
18491,656.6503816376936
18492,710.7316079824483
18493,688.9985021986553
18494,599.265815469323
18495,604.7114676181031
18496,593.2405357784943
18497,589.7164661076309
18498,600.2766021429102
18499,607.6104701276481
18500,678.3368505831612
18501,618.9514086339663
18502,580.2071248597671
18503,561.9931067342156
18504,573.4314107446762
18505,504.4935307075961
18506,394.11098600933525
18507,346.37783971394737
18508,287.6086979672826
18509,254.13413587291237
18510,241.08669781664767
18511,258.4271230064205
18512,315.3376164872553
18513,335.68843760138583
18514,436.45876373352763
18515,658.3143945851448
18516,712.395620917979
18517,690.6625151230897
18518,600.9298283836514
18519,606.3754805234447
18520,594.9045486754736
18521,591.3804789972365
18522,601.9406150258675
18523,609.2744830044036
18524,680.0008634541549
18525,620.6154215001031
18526,581.8711377213474
18527,563.6571195918893
18528,575.0954235987373
18529,506.15754355826544
18530,395.77499885694755
18531,348.0418525587753
18532,289.2727108096011
18533,255.79814871295386
18534,242.75071065462205
18535,260.09113584251554
18536,317.00162932165085
18537,337.35245043424726
18538,438.12277656500277
18539,659.9784074153582
18540,714.0596337470606
18541,692.3265279511309
18542,602.593841210747
18543,608.0394933496922
18544,596.5685615009417
18545,593.0444918220085
18546,603.6046278500105
18547,610.9384958279677
18548,681.6648762771873
18549,622.2794343226719
18550,583.5351505434884
18551,565.3211324136539
18552,576.759436420157
18553,507.82155637936677
18554,397.43901167776124
18555,349.7058653793276
18556,290.93672362991725
18557,257.46216153305573
18558,244.41472347452972
18559,261.7551486622469
18560,318.6656421412226
18561,339.01646325367466
18562,439.7867893842996
18563,661.6424202345364
18564,715.7236465661321
18565,693.9905407701043
18566,604.2578540296321
18567,609.7035061684975
18568,598.2325743196741
18569,594.7085046406753
18570,605.2686406686179
18571,612.6025086465208
18572,683.3288890956909
18573,623.9434471411317
18574,585.1991633619081
18575,566.9851452320377
18576,578.423449238508
18577,509.4855691976879
18578,399.10302449605535
18579,351.36987819759713
18580,292.60073644816464
18581,259.12617435128305
18582,246.07873629273868
18583,263.4191614804393
18584,320.3296549594
18585,340.6804760718385
18586,441.4508022024511
18587,663.3064330526768
18588,717.3876593842622
18589,695.6545535882256
18590,605.9218668477449
18591,611.3675189866028
18592,599.8965871377725
18593,596.3725174587677
18594,606.9326534867047
18595,614.2665214646025
18596,684.9929019137679
18597,625.6074599592048
18598,586.8631761799772
18599,568.6491580501034
18600,580.087462056571
18601,511.1495820157481
18602,400.7670373141129
18603,353.0338910156524
18604,294.26474926621773
18605,260.7901871693343
18606,247.7427491107882
18607,265.0831742984873
18608,321.99366777744655
18609,342.34448888988385
18610,443.1148150204953
18611,664.97044587072
18612,719.0516722023046
18613,697.3185664062669
18614,607.5858796657856
18615,613.0315318046428
18616,601.5605999558118
18617,598.0365302768065
18618,608.5966663047429
18619,615.9305342826403
18620,686.6569147318054
18621,627.2714727772418
18622,588.5271889980138
18623,570.3131708681398
18624,581.7514748746069
18625,512.8135948337837
18626,402.4310501321483
18627,354.6979038336876
18628,295.92876208425275
18629,262.45419998736907
18630,249.40676192882287
18631,266.7471871165218
18632,323.657680595481
18633,344.0085017079181
18634,444.7788278385294
18635,666.634458688754
18636,720.7156850203384
18637,698.9825792243008
18638,609.2498924838193
18639,614.6955446226765
18640,603.2246127738455
18641,599.7005430948401
18642,610.2606791227765
18643,617.5945471006738
18644,688.3209275498389
18645,628.9354855952752
18646,590.1912018160473
18647,571.9771836861732
18648,583.4154876926402
18649,514.477607651817
18650,404.09506295018156
18651,356.3619166517208
18652,297.59277490228595
18653,264.1182128054022
18654,251.070774746856
18655,268.41119993455493
18656,325.321693413514
18657,345.67251452595116
18658,446.44284065656245
18659,668.2984715067871
18660,722.3796978383716
18661,700.646592042334
18662,610.9139053018525
18663,616.3595574407096
18664,604.8886255918786
18665,601.3645559128731
18666,611.9246919408096
18667,619.258559918707
18668,689.984940367872
18669,630.5994984133083
18670,591.8552146340804
18671,573.6411965042063
18672,585.0795005106734
18673,516.1416204698501
18674,405.75907576821464
18675,358.0259294697539
18676,299.25678772031904
18677,265.78222562343535
18678,252.73478756488913
18679,270.075212752588
18680,326.98570623154717
18681,347.33652734398424
18682,448.1068534745956
18683,669.9624843248203
18684,724.0437106564048
18685,702.3106048603671
18686,612.5779181198857
18687,618.0235702587428
18688,606.5526384099118
18689,603.0285687309063
18690,613.5887047588427
18691,620.9225727367401
18692,691.6489531859052
18693,632.2635112313415
18694,593.5192274521136
18695,575.3052093222394
18696,586.7435133287065
18697,517.8056332878832
18698,407.4230885862478
18699,359.68994228778706
18700,300.9208005383522
18701,267.4462384414685
18702,254.39880038292227
18703,271.73922557062116
18704,328.6497190495803
18705,349.0005401620174
18706,449.77086629262874
18707,671.6264971428534
18708,725.7077234744379
18709,703.9746176784003
18710,614.2419309379188
18711,619.6875830767759
18712,608.2166512279449
18713,604.6925815489394
18714,615.2527175768759
18715,622.5865855547733
18716,693.3129660039383
18717,633.9275240493746
18718,595.1832402701467
18719,576.9692221402726
18720,588.4075261467397
18721,519.4696461059164
18722,409.08710140428093
18723,361.3539551058202
18724,302.5848133563853
18725,269.11025125950164
18726,256.0628132009554
18727,273.4032383886543
18728,330.31373186761346
18729,350.66455298005053
18730,451.4348791106619
18731,673.2905099608865
18732,727.371736292471
18733,705.6386304964334
18734,615.905943755952
18735,621.3515958948091
18736,609.880664045978
18737,606.3565943669726
18738,616.916730394909
18739,624.2505983728064
18740,694.9769788219714
18741,635.5915368674077
18742,596.8472530881799
18743,578.6332349583057
18744,590.0715389647728
18745,521.1336589239495
18746,410.7511142223141
18747,363.01796792385335
18748,304.24882617441847
18749,270.7742640775348
18750,257.72682601898856
18751,275.06725120668744
18752,331.9777446856466
18753,352.3285657980837
18754,453.098891928695
18755,674.9545227789197
18756,729.0357491105042
18757,707.3026433144665
18758,617.5699565739851
18759,623.0156087128422
18760,611.5446768640112
18761,608.0206071850057
18762,618.5807432129421
18763,625.9146111908395
18764,696.6409916400046
18765,637.2555496854409
18766,598.511265906213
18767,580.2972477763388
18768,591.7355517828059
18769,522.7976717419826
18770,412.4151270403472
18771,364.6819807418865
18772,305.9128389924516
